galaxy,bibcode,citation,band,modulus,random_error,systematic_error,total_error,category_error,cepheids_number,metal_correction,zero_point,probe_quality,publication_year,review_year,comments,review_author,ads_date,ads_jd
M96,2002A&A...383..398P,Paturel et al. 2002,W(VI),30.17,0.1,,,3,-1,False,GC,1,2002,2026,Preferred near-solar-metallicity solution with modest Vlim sensitivity (+0.09/-0.05 mag). Table 6 reports 74 sosie matches rather than a verified number of unique Cepheids.,Quintero-Salazar et al.2026,2002-02-00,2452306.5
M96,2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.05,0.06,,,1,74,False,GC,1,2002,2026,"Present-paper HIPPARCOS-calibrated PL solution. The quoted uncertainty is internal. Incompleteness, extinction, zero-point and PL-slope effects are discussed separately.",Quintero-Salazar et al.2026,2002-07-00,2452456.5
M96,2006ApJS..165..108S,Saha et al.2006,W(VI),30.34,0.11,0.08,0.1360147051,2,7,True,GC+LMC,1,2006,2026,Final period-dependent metallicity-corrected modulus. The uncorrected GC/LMC routes give 30.25/30.02 mag. Strong residual period dependence suggests that the formal error may understate the True uncertainty.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
NGC3370,2005ApJ...627..579R,Riess et al. 2005,W(VI),32.22,0.05,,,3,64,False,LMC,1,2005,2026,Preferred OGLE+10 Wesenheit solution before the +0.07 mag metallicity correction. It uses 64 visually selected high-quality ACS Cepheids; the 0.05 mag error also spans analysis choices.,Quintero-Salazar et al.2026,2005-07-00,2453552.5
NGC3370,2005ApJ...627..579R,Riess et al. 2005,W(VI),32.29,0.06,,,3,64,True,LMC,1,2005,2026,Adopted distance after a +0.07+/-0.03 mag metallicity correction. Table 13 gives a statistical error from the dereddened PL fit and O/H measurement; no per-galaxy systematic or total error is tabulated.,Quintero-Salazar et al.2026,2005-07-00,2453552.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.149,0.033,,,3,64,True,LMC,1,2006,2026,"STR04 nonlinear, long-period LMC PL solution. The quoted uncertainty is random only, and no individual systematic or total modulus error is reported.",Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.171,0.034,,,3,64,True,LMC,1,2006,2026,STR04 linear LMC PL solution with metallicity correction. Random error only is attached to the modulus; systematic sources are discussed in the H0 error budget.,Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.18,0.034,,,3,64,True,LMC,1,2006,2026,"KN04 nonlinear, long-period LMC PL solution. Metallicity is corrected and the tabulated uncertainty is random only; no module-specific e_S or e_T is given.",Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.189,0.033,,,3,64,True,LMC,1,2006,2026,"KN04 linear LMC PL solution with metallicity correction. A roughly 0.03 mag form-of-PL systematic is discussed, but Table 1 assigns only a random error to the modulus.",Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.193,0.033,,,3,64,True,LMC,1,2006,2026,"TR02 linear LMC PL solution. The tabulated error is random only. Linear fits carry an additional approximately 0.03 mag form-of-PL systematic, but no module-specific e_S or e_T is quoted.",Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.195,0.034,,,3,64,True,LMC,1,2006,2026,"KN06 linear LMC PL solution, used in the authors' preferred linear calibration of H0. Metallicity is corrected; the modulus uncertainty is random only.",Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.213,0.034,,,3,64,True,LMC,1,2006,2026,"KN06 nonlinear, long-period LMC PL solution, preferred for the final nonlinear H0 result. The quoted modulus error is random only.",Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.222,0.034,,,3,64,True,LMC,1,2006,2026,"TR02 nonlinear, long-period LMC PL solution. The metallicity-corrected modulus has random error only; the additional 0.03 mag linearity systematic does not apply.",Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.324,0.035,,,3,64,True,GC,1,2006,2026,"Galactic Ngeow & Kanbur (2004) PL calibration with metallicity correction. A 0.10 mag Galactic zero-point uncertainty is discussed, but no module-specific e_S or e_T is tabulated.",Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJ...642L..29N,Ngeow & Kanbur 2006,W(VI),32.363,0.035,,,3,64,True,GC,1,2006,2026,Galactic Sandage et al. (2004) PL calibration with metallicity correction. The modulus error is random only; Galactic zero-point systematics are discussed separately for H0.,Quintero-Salazar et al.2026,2006-05-00,2453856.5
NGC3370,2006ApJS..165..108S,Saha et al.2006,W(VI),32.37,0.03,0.08,0.08544003745,2,64,True,GC+LMC,1,2006,2026,Final metallicity-corrected modulus from 64 HST Cepheids. The uncorrected GC/LMC solutions are 32.42/32.14 mag; their period-dependent corrections converge near the adopted value.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
NGC3370,2009ApJ...699..539R,Riess et al. 2009,W(F160W VI),32.12,0.0771,,,5,26,True,N4258,1,2009,2026,"Relative modulus delta_mu0=mu0(host)-mu0(NGC4258); adding mu4258~29.29 gives mu0~2.831 mag. Twenty-six Cepheids enter the clipped fit. ACS optical colors and NIC2 F160W are used, with metallicity fitted simultaneously.",Quintero-Salazar et al.2026,2009-07-00,2455013.5
NGC3370,2011ApJ...730..119R,Riess et al. 2011,W(H VI),32.13,0.07,,,3,-1,True,N4258+LMC+GC,1,2011,2026,"The global fit gives 32.13 mag. Figure 7 lists 86 measured Cepheids, but the final number retained after completeness and outlier cuts is not tabulated. The 0.07 mag fit error is quoted without a separate host-specific systematic term.",Quintero-Salazar et al.2026,2011-04-00,2455652.5
NGC3370,2013MNRAS.434.2866F,Fiorentino et al.2013,F160W,32.04,0.03,,,1,69,True,LMC,1,2013,2026,"Pure theoretical F160W PL fit for Z=0.02, Y=0.28 and P>10 d. The 69 good Cepheids define the fit; sigma=0.32 mag. Crowding may explain their anomalously bright and blue distribution.",Quintero-Salazar et al.2026,2013-10-00,2456566.5
NGC3370,2016ApJ...826...56R,Riess et al.2016,VIHK,32.072,0.049,,,1,63,True,N4258,1,2016,2026,NGC 3370 result from Table 5. Approximate SN-independent Cepheid distance; the quoted uncertainty is statistical and ignores inter-host covariance.,Quintero-Salazar et al.2026,2016-07-00,2457570.5
NGC3370,2022ApJ...934L...7R,Riess et al. 2022,W H(VI),32.12,0.047,0.019,0.051,2,73,True,N4258+GC+LMC,1,2022,2026,Preferred SN-independent mu_host derived from the first two distance-ladder rungs. The 0.019 mag systematic is shared across hosts. Error computed/retrieved from Table6.,Quintero-Salazar et al.2026,2022-07-00,2459761.5
NGC3370,2022ApJ...934L...7R,Riess et al. 2022,W H(VI),32.123,0.048,0.019,0.052,2,73,True,N4258+GC+LMC,1,2022,2026,Approximate mu_Ceph obtained after removing SN 1994ae from the fit for NGC 3370; other calibrator SNe remain in the global solution. Error computed/retrieved from Table6.,Quintero-Salazar et al.2026,2022-07-00,2459761.5
M66,2000ApJ...529..723G,Gibson et al. 2000,W(VI),30.06,0.17,0.16,0.2334523506,2,17,False,LMC,1,2000,2026,"Final ALLFRAME+TRIAL fit to 17 of 36 Cepheids with P>25 d. Dust, bright background and anomalous aperture corrections motivated a 0.15 mag photometric random term, producing the relatively large e_R.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
M66,2000ApJ...529..723G,Gibson et al. 2000,W(VI),30.15,0.08,0.16,0.1788854382,2,21,False,LMC,1,2000,2026,"Alternative Key Project fit to Saha et al. photometry. Four outliers were removed from their 25-star final set, leaving 21 Cepheids; the unweighted mean of the individual dereddened moduli was adopted.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
M66,2000ApJ...529..745F,Ferrarese et al.2000,W(VI),30.06,0.17,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
M66,2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),29.794,0.169,,,3,17,False,LMC,1,2001,2026,"Uncorrected re-fit of 17 previously selected Cepheids using the Stetson WFPC2 zero point, Udalski OGLE-LMC PL relations and mu_LMC=18.45. The quoted error is internal; the paper does not assign a galaxy-specific systematic term.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
M66,2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),29.944,0.169,,,3,17,True,LMC,1,2001,2026,"Metallicity-corrected result for the same 17 Cepheids, adopting gamma_VI=-0.2 mag dex^-1 and the published field abundance. The correction raises the modulus by 0.150 mag without changing the quoted internal error.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
M66,2001ApJ...548..564W,Willick & Batra 2001,VI,29.7,0.07,,,3,36,False,LMC,1,2001,2026,Published Sandage/Saha HST photometry reanalyzed by the Key Project is refitted with the OGLE-LMC PL calibration. The random error includes PL scatter and reddening uncertainty; no metallicity correction is applied.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
M66,2001ApJ...553...47F,Freedman et al.2001,W(VI),29.86,0.08,,,1,16,False,LMC,1,2001,2026,Final period-cut Wesenheit fit before abundance correction. e_R is the random PL-fit error only; N_cef is the post-cut sample.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
M66,2001ApJ...553...47F,Freedman et al.2001,W(VI),30.01,0.08,,,1,16,True,LMC,1,2001,2026,"Table 4 mu_Z, using gamma=-0.2 mag dex^-1 relative to the LMC. Metallicity uncertainty is systematic and excluded from e_R.",Quintero-Salazar et al.2026,2001-05-00,2452030.5
M66,2002AJ....123..207D,Dolphin & Kennicutt 2002,W(VI),29.97,0.09,,,3,28,False,LMC,1,2002,2026,Udalski et al. (1999) PL calibration shifted to mu_LMC=18.50. This solution is 0.12 mag shorter than the MF91 result and differs from the value adopted by Freedman et al. (2001).,Quintero-Salazar et al.2026,2002-01-00,2452275.5
M66,2002AJ....123..207D,Dolphin & Kennicutt 2002,W(VI),30.03,0.11,,,3,28,False,LMC,1,2002,2026,"Preferred modulus, obtained as a conservative average of the MF91 and Udalski solutions. The uncertainty was enlarged accordingly; no separate systematic error or metallicity correction is provided.",Quintero-Salazar et al.2026,2002-01-00,2452275.5
M66,2002AJ....123..207D,Dolphin & Kennicutt 2002,W(VI),30.09,0.1,,,3,28,False,LMC,1,2002,2026,"Madore & Freedman (1991) PL calibration. The error is mainly associated with observational scatter. Photometry is fainter than earlier reductions, likely because of the local-sky treatment.",Quintero-Salazar et al.2026,2002-01-00,2452275.5
M66,2002A&A...383..398P,Paturel et al. 2002,W(VI),29.8,0.06,,,3,-1,False,GC,1,2002,2026,Preferred near-solar-metallicity solution with low Vlim sensitivity (+0.06/-0.03 mag). The 369 entries in Table 6 are sosie associations and cannot be treated as distinct Cepheids.,Quintero-Salazar et al.2026,2002-02-00,2452306.5
M66,2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),29.77,0.07,,,1,369,False,GC,1,2002,2026,Present-paper HIPPARCOS-calibrated PL solution. The quoted uncertainty is internal; the incompleteness correction is small for this galaxy.,Quintero-Salazar et al.2026,2002-07-00,2452456.5
M66,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.116,0.087,,,1,25,False,LMC,1,2003,2026,Maximum-light LMC PL solution used as a consistency check. CTE corrected; no metallicity correction.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
M66,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.127,0.084,,,1,25,False,LMC,1,2003,2026,Representative mean-light result using the authors' OGLE LMC PL fit. CTE corrected but not metallicity corrected; the error is random only.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
M66,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.206,0.083,,,1,25,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. CTE corrected but not metallicity corrected.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
M66,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.277,0.084,,,1,25,True,LMC,1,2003,2026,LMC mean-light solution with a +0.150 mag metallicity correction; the additive correction leaves e_R unchanged.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
M66,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.282,0.083,,,1,25,True,GC,1,2003,2026,FSG03 Galactic result with a +0.076 mag metallicity correction relative to Galactic abundance.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
M66,2006ApJS..165..108S,Saha et al.2006,W(VI),30.5,0.09,0.08,0.1204159458,2,22,True,GC+LMC,1,2006,2026,Revised SN Ia-host distance using corrected WFPC2 photometry. Period-dependent metallicity corrections bring the uncorrected GC/LMC moduli of 30.41/30.19 mag to the same final value.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
NGC4414,2000ApJ...529..723G,Gibson et al. 2000,W(VI),31.41,0.1,0.16,0.1886796226,2,-1,False,LMC,1,2000,2026,"Values based on Turner et al. (1998).They apply metallicity correction but just for Ho, not modulus",Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4414,2000ApJ...529..745F,Ferrarese et al.2000,W(VI),31.41,0.1,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4414,2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),31.154,0.105,,,3,9,False,LMC,1,2001,2026,Uncorrected re-fit of nine previously selected Cepheids on the Stetson and Udalski OGLE-LMC calibration. The value is referenced to mu_LMC=18.45; only the internal random R_PL uncertainty is listed.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
NGC4414,2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),31.294,0.105,,,3,9,True,LMC,1,2001,2026,"Metallicity-corrected result for the same nine Cepheids, using gamma_VI=-0.2 mag dex^-1 and the adopted field abundance. The +0.140 mag correction does not alter the reported internal random uncertainty.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
NGC4414,2001ApJ...548..564W,Willick & Batra 2001,VI,31.17,0.13,,,3,11,False,LMC,1,2001,2026,The relatively large random uncertainty reflects the small 11-Cepheid sample and reddening-error propagation. The shared LMC zero-point systematic is not included in the tabulated modulus error.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
NGC4414,2001ApJ...553...47F,Freedman et al.2001,W(VI),31.1,0.05,,,1,8,False,LMC,1,2001,2026,Final period-cut Wesenheit fit before abundance correction. e_R is the random PL-fit error only; N_cef is the post-cut sample.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
NGC4414,2001ApJ...553...47F,Freedman et al.2001,W(VI),31.24,0.05,,,1,8,True,LMC,1,2001,2026,"Table 4 mu_Z, using gamma=-0.2 mag dex^-1 relative to the LMC. Metallicity uncertainty is systematic and excluded from e_R.",Quintero-Salazar et al.2026,2001-05-00,2452030.5
NGC4414,2002A&A...383..398P,Paturel et al. 2002,W(VI),31.62,0.09,,,3,-1,False,GC,1,2002,2026,Not flagged as a secure near-solar solution. Lowering Vlim by 0.5 mag increases mu by 0.78 mag; only 18 sosie matches are listed. The unique-Cepheid sample size is unclear.,Quintero-Salazar et al.2026,2002-02-00,2452306.5
NGC4414,2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),31.27,0.05,,,1,18,False,GC,1,2002,2026,HIPPARCOS-calibrated result with internal error. It changes by +0.13/-0.06 mag when the adopted limiting magnitude is shifted by -/+0.5 mag.,Quintero-Salazar et al.2026,2002-07-00,2452456.5
NGC4414,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.099,0.044,,,1,8,False,LMC,1,2003,2026,Representative mean-light OGLE LMC solution. CTE corrected but not metallicity corrected; random error only.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4414,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.099,0.042,,,1,8,False,LMC,1,2003,2026,"Maximum-light LMC PL solution. It agrees exactly, to the quoted precision, with the mean-light LMC result.",Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4414,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.204,0.052,,,1,8,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. CTE corrected but not metallicity corrected.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4414,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.239,0.044,,,1,8,True,LMC,1,2003,2026,LMC mean-light solution with a +0.140 mag metallicity correction. The small Cepheid sample should be considered.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4414,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.27,0.052,,,1,8,True,GC,1,2003,2026,FSG03 Galactic solution with a +0.066 mag metallicity correction; its systematic uncertainty is excluded.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4414,2006ApJS..165..108S,Saha et al.2006,W(VI),31.65,0.17,0.08,0.1878829423,2,10,True,GC+LMC,1,2006,2026,Final metallicity-corrected modulus from only 10 retained Cepheids. The uncorrected GC/LMC values are 31.55/31.29 mag; the comparatively large random error reflects the small and scattered sample.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
NGC4496A,1996ApJS..107..693S,Saha et al. 1996,W(VI),31.03,0.14,,,3,45,False,LMC,1,1996,2026,"HST/WFPC2 used 17 F555W and 4 F814W epochs. Although 95 bona fide Cepheids were catalogued, the adopted modulus uses 45 with logP>1.25, 0.60<(V-I)<1.10 and Q>=4. A +0.05 mag long/short-exposure correction was applied. No metallicity correction; aperture and zero-point systematics were discussed but not separately quantified.",Quintero-Salazar et al.2026,1996-12-00,2450418.5
NGC4496A,2000ApJ...529..723G,Gibson et al. 2000,W(VI),30.99,0.07,0.16,0.174642492,2,44,False,LMC,1,2000,2026,"Alternative Key Project fit to the original Saha et al. photometry, using the article's stated 44-Cepheid P>18 d sample. This shorter cutoff is more susceptible to incompleteness than the preferred P>25 d fit.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4496A,2000ApJ...529..723G,Gibson et al. 2000,W(VI),31.02,0.07,0.16,0.174642492,2,51,False,LMC,1,2000,2026,"Final ALLFRAME+TRIAL solution from 51 of 94 Cepheids with P>25 d, selected to reduce incompleteness bias. It agrees with the earlier Saha et al. distance; no metallicity correction enters the tabulated modulus.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4496A,2000ApJ...529..745F,Ferrarese et al.2000,W(VI),31.02,0.07,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4496A,2000ApJ...530L...5G,Gibson et al. 2000,W(VI),30.949,0.043,,,1,45,False,LMC,1,2000,2026,"WFC-only True modulus from 45 Cepheids. The PC-WFC difference is +0.031+/-0.113 mag, consistent with zero and smaller than the +0.11 mag severe-blending prediction. No metallicity correction was applied.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4496A,2000ApJ...530L...5G,Gibson et al. 2000,W(VI),30.98,0.104,,,1,6,False,LMC,1,2000,2026,"PC-only True modulus from six Cepheids, calculated as part of the blending test. It is not the paper's adopted global distance to NGC 4496A. The quoted uncertainty is internal and no systematic term is tabulated.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4496A,2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),30.75,0.067,,,3,51,False,LMC,1,2001,2026,Uncorrected re-fit of 51 previously selected Cepheids using the Stetson WFPC2 zero point and Udalski OGLE-LMC PL relations. The listed uncertainty is the internal R_PL term; systematic components are discussed but not assigned individually.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
NGC4496A,2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),30.804,0.067,,,3,51,True,LMC,1,2001,2026,"Metallicity-corrected result for the same 51 Cepheids, adopting gamma_VI=-0.2 mag dex^-1. The correction is only +0.054 mag because of the adopted field abundance; the internal R_PL uncertainty remains unchanged.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
NGC4496A,2001ApJ...548..564W,Willick & Batra 2001,VI,30.8,0.05,,,3,94,False,LMC,1,2001,2026,The largest sample among these hosts gives a small random error. Sandage/Saha HST data reanalyzed by the Key Project are fitted with OGLE-LMC slopes. LMC zero-point systematics are excluded.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
NGC4496A,2001ApJ...549..721M,Macri et al.2001,H,31.12,0.07,,,1,7,True,LMC,1,2001,2026,They use the H band data.,Quintero-Salazar et al.2026,2001-03-00,2451969.5
NGC4496A,2001ApJ...553...47F,Freedman et al.2001,W(VI),30.81,0.03,,,1,94,False,LMC,1,2001,2026,Final period-cut Wesenheit fit before abundance correction. e_R is the random PL-fit error only; N_cef is the post-cut sample.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
NGC4496A,2001ApJ...553...47F,Freedman et al.2001,W(VI),30.86,0.03,,,1,94,True,LMC,1,2001,2026,"Table 4 mu_Z, using gamma=-0.2 mag dex^-1 relative to the LMC. Metallicity uncertainty is systematic and excluded from e_R.",Quintero-Salazar et al.2026,2001-05-00,2452030.5
NGC4496A,2002A&A...383..398P,Paturel et al. 2002,W(VI),31.03,0.04,,,3,-1,False,GC,1,2002,2026,"Not flagged as a preferred near-solar solution. Despite the small internal error, lowering Vlim by 0.5 mag shifts mu by +0.42 mag. The 280 sosie matches are not distinct Cepheids.",Quintero-Salazar et al.2026,2002-02-00,2452306.5
NGC4496A,2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.81,0.03,,,1,280,False,GC,1,2002,2026,HIPPARCOS-calibrated PL result with a small internal error and weak sensitivity to the limiting-magnitude test.,Quintero-Salazar et al.2026,2002-07-00,2452456.5
NGC4496A,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.833,0.043,,,1,45,False,LMC,1,2003,2026,Representative mean-light OGLE LMC solution. Includes the +0.05 mag STS CTE correction but no metallicity correction.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4496A,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.84,0.044,,,1,45,False,LMC,1,2003,2026,Maximum-light LMC PL solution. CTE corrected and consistent with the corresponding mean-light result.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4496A,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.887,0.043,,,1,45,True,LMC,1,2003,2026,LMC solution with a +0.054 mag metallicity correction. The same random error is retained.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4496A,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.906,0.043,,,1,45,True,GC,1,2003,2026,FSG03 Galactic solution with a -0.020 mag metallicity correction. Metallicity systematics are excluded from e_R.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4496A,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.926,0.043,,,1,45,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. Includes the STS CTE correction; no metallicity adjustment.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4496A,2006ApJS..165..108S,Saha et al.2006,W(VI),31.18,0.05,0.08,0.09433981132,2,39,True,GC+LMC,1,2006,2026,Revised SN Ia-host modulus. The uncorrected GC/LMC values are 31.24/30.99 mag. Formal negative absorption is retained statistically; forcing it to zero would lower the final modulus by 0.07 mag.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
NGC4535,2000ApJ...529..745F,Ferrarese et al.2000,W(VI),31.1,0.07,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4535,2001ApJ...548..564W,Willick & Batra 2001,VI,30.88,0.06,,,3,50,False,LMC,1,2001,2026,"Key Project HST V,I photometry is refitted with fixed OGLE-LMC PL relations. The reported uncertainty is random and includes PL scatter plus reddening coupling; no metallicity term is used.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
NGC4535,2001ApJ...553...47F,Freedman et al.2001,W(VI),30.85,0.05,,,1,47,False,LMC,1,2001,2026,Final period-cut Wesenheit fit before abundance correction. e_R is the random PL-fit error only; N_cef is the post-cut sample.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
NGC4535,2001ApJ...553...47F,Freedman et al.2001,W(VI),30.99,0.05,,,1,47,True,LMC,1,2001,2026,"Table 4 mu_Z, using gamma=-0.2 mag dex^-1 relative to the LMC. Metallicity uncertainty is systematic and excluded from e_R.",Quintero-Salazar et al.2026,2001-05-00,2452030.5
NGC4535,2002A&A...383..398P,Paturel et al. 2002,W(VI),31.08,0.07,,,3,-1,False,GC,1,2002,2026,"Preferred near-solar-metallicity solution. Vlim variations shift mu by +0.15/-0.08 mag. Table 6 lists 64 sosie matches, but the number of distinct Cepheids is not unambiguous.",Quintero-Salazar et al.2026,2002-02-00,2452306.5
NGC4535,2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.87,0.07,,,1,64,False,GC,1,2002,2026,Present-paper HIPPARCOS PL solution. No numerical metallicity correction is applied; the galaxy lies within the authors' accepted Sa-Scd range.,Quintero-Salazar et al.2026,2002-07-00,2452456.5
NGC4535,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.856,0.053,,,1,47,False,LMC,1,2003,2026,Maximum-light LMC PL solution. It is 0.018 mag shorter than the representative mean-light value.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4535,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.874,0.053,,,1,47,False,LMC,1,2003,2026,Representative mean-light OGLE LMC solution. CTE corrected but not metallicity corrected.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4535,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.969,0.054,,,1,47,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. CTE corrected without metallicity adjustment.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4535,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.014,0.053,,,1,47,True,LMC,1,2003,2026,LMC mean-light solution with a +0.140 mag metallicity correction; the random error remains unchanged.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4535,2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.035,0.054,,,1,47,True,GC,1,2003,2026,FSG03 Galactic result with a +0.066 mag metallicity correction. Corrected LMC and GC solutions agree closely.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
NGC4535,2006ApJS..165..108S,Saha et al.2006,W(VI),31.25,0.04,0.08,0.0894427191,2,42,True,GC+LMC,1,2006,2026,Final period-dependent metallicity-corrected result. Corrections of +0.10 and +0.34 mag reconcile the uncorrected GC and LMC moduli of 31.15 and 30.90 mag.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
NGC4536,2000ApJ...529..723G,Gibson et al. 2000,W(VI),30.76,0.12,0.16,0.2,2,17,False,LMC,1,2000,2026,"Alternative fit to Saha et al. photometry using 17 high-quality Cepheids on chips 1, 3 and 4. Chip 2 was excluded because its modulus was 0.66 mag larger; including it would give mu0=31.03+/-0.11.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
NGC4536,2000ApJ...529..723G,Gibson et al. 2000,W(VI),30.95,0.07,0.16,0.174642492,2,27,False,LMC,1,2000,2026,Final ALLFRAME+TRIAL solution. The PL fit uses 27 of 39 candidates with P>20 d to limit incompleteness. All four WFPC2 chips are included because this reduction shows no significant chip-dependent offset.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
